,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:24:43:884 AM,38684.96875,-48771.128906,4810.350098,6.0,49.0,0.0,218.824005,-0.103,0.307,-1.608,1.0,1.0,-7.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:936 AM,38684.96875,-48771.128906,4810.379883,6.0,49.0,0.0,218.858017,0.115,-0.049,0.305,4.0,-7.0,38.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:987 AM,38684.96875,-48771.128906,4810.370117,6.0,49.0,0.0,218.866013,0.023,-0.024,0.325,-2.0,0.0,0.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:33 AM,38684.96875,-48771.128906,4810.370117,6.0,49.0,0.0,218.867004,0.039,-0.001,0.023,0.0,0.0,-6.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:89 AM,38684.96875,-48771.128906,4810.330078,6.0,49.0,0.0,218.908005,-0.261,-0.514,-2.395,-6.0,-10.0,-48.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:133 AM,38684.96875,-48771.128906,4810.379883,6.0,49.0,0.0,218.953003,0.057,-0.013,0.141,6.0,10.0,51.0,0.2,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:191 AM,38684.96875,-48771.128906,4810.350098,6.0,49.0,0.0,218.98201,-0.164,-0.337,-1.982,-4.0,-6.0,-42.0,0.21,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:241 AM,38684.96875,-48771.117188,4810.370117,6.0,49.0,0.0,219.006012,0.0,0.0,0.0,3.0,7.0,40.0,0.22,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:283 AM,38684.96875,-48771.128906,4810.330078,6.0,49.0,0.0,219.050003,-0.307,-0.559,-2.354,-6.0,-11.0,-47.0,0.23,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:329 AM,38684.96875,-48771.117188,4810.370117,6.0,49.0,0.0,219.096008,0.022,0.016,0.999,7.0,12.0,67.0,0.24,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:385 AM,38684.96875,-48771.117188,4810.379883,6.0,49.0,0.0,219.102005,0.054,-0.01,0.135,1.0,-1.0,-17.0,0.25,0.19,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:429 AM,38684.96875,-48771.117188,4810.379883,6.0,49.0,0.0,219.106003,0.049,-0.007,0.209,0.0,0.0,1.0,0.25,0.28,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:486 AM,38684.980469,-48771.117188,4810.310059,6.0,49.0,-1.0,219.17601,0.663,0.686,-3.556,12.0,14.0,-75.0,0.27,0.38,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:542 AM,38684.980469,-48771.117188,4810.319824,6.0,49.0,0.0,219.194016,1.081,1.092,-3.48,8.0,8.0,2.0,0.28,0.43,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:584 AM,38685.039062,-48771.058594,4810.350098,6.0,49.0,0.0,219.21701,1.616,1.811,-1.662,11.0,14.0,36.0,0.3,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:630 AM,38685.128906,-48770.96875,4810.22998,6.0,49.0,-1.0,219.337006,2.14,2.876,-5.333,10.0,21.0,-73.0,0.32,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:692 AM,38685.308594,-48770.679688,4810.389648,6.0,49.0,0.0,219.498016,4.311,6.584,1.268,43.0,74.0,132.0,0.35,0.49,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:734 AM,38685.597656,-48770.269531,4810.379883,6.0,49.0,-1.0,219.505005,8.044001,11.642,-1.458,75.0,101.0,-55.0,0.37,0.49,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:792 AM,38686.179688,-48769.417969,4810.419922,6.0,49.0,-1.0,219.549011,11.780001,17.310001,-1.119,75.0,113.0,7.0,0.4,0.5,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:841 AM,38686.820312,-48768.449219,4810.469727,6.0,49.0,-1.0,219.596008,14.843,22.145,-0.809,61.0,97.0,6.0,0.43,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:887 AM,38687.539062,-48767.347656,4810.47998,6.0,49.0,-1.0,219.602005,16.611,24.609001,-1.719,35.0,49.0,-18.0,0.46,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:935 AM,38688.347656,-48766.070312,4810.529785,6.0,49.0,-1.0,219.652008,18.566,28.189001,5.276,39.0,72.0,140.0,0.49,0.52,0.0,0.04,1.0,true
Jun 6 2024 9:24:44:980 AM,38689.230469,-48764.628906,4810.47998,6.0,49.0,-1.0,219.703003,20.635,33.282001,-4.083,41.0,102.0,-187.0,0.53,0.52,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:36 AM,38690.46875,-48762.539062,4810.540039,6.0,49.0,-1.0,219.762009,23.941002,39.473003,-3.644,66.0,124.0,9.0,0.57,0.52,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:83 AM,38691.558594,-48760.578125,4810.649902,6.0,50.0,-1.0,219.880005,24.599001,42.114002,-0.444,13.0,53.0,64.0,0.6,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:134 AM,38692.808594,-48758.308594,4810.679688,7.0,50.0,-1.0,219.905014,27.310001,48.609001,7.347,54.0,130.0,156.0,0.64,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:183 AM,38694.25,-48755.570312,4810.759766,7.0,50.0,-1.0,219.985016,32.006001,58.891003,-2.034,94.0,206.0,-188.0,0.67,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:232 AM,38695.777344,-48752.457031,4810.859863,7.0,51.0,-1.0,220.086014,33.521,66.385002,8.941,30.0,150.0,219.0,0.71,0.51,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:287 AM,38697.597656,-48748.617188,4811.029785,7.0,51.0,-1.0,220.256012,34.102001,69.671005,-0.756,12.0,66.0,-194.0,0.75,0.5,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:331 AM,38699.027344,-48745.480469,4811.040039,7.0,52.0,-1.0,220.268005,34.360001,74.289001,-2.072,5.0,92.0,-26.0,0.78,0.49,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:388 AM,38700.898438,-48741.058594,4811.029785,8.0,52.0,-1.0,220.282013,34.194,78.959007,-2.365,-3.0,93.0,-6.0,0.82,0.48,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:434 AM,38702.328125,-48737.390625,4811.299805,8.0,53.0,-1.0,220.55101,33.510002,81.514008,10.452001,-14.0,51.0,256.0,0.85,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:490 AM,38704.089844,-48732.609375,4811.699707,8.0,54.0,-1.0,220.952011,32.964001,86.698006,3.693,-11.0,104.0,-135.0,0.88,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:533 AM,38705.378906,-48728.789062,4811.919922,8.0,54.0,-2.0,221.175003,31.234001,87.934006,2.203,-35.0,25.0,-30.0,0.91,0.46,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:589 AM,38706.96875,-48723.660156,4812.189941,8.0,55.0,-2.0,221.448013,29.475002,90.995003,2.341,-35.0,61.0,3.0,0.95,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:633 AM,38708.097656,-48719.640625,4812.409668,9.0,56.0,-2.0,221.660004,27.307001,91.942001,2.305,-43.0,19.0,-1.0,0.98,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:692 AM,38709.46875,-48714.230469,4812.72998,9.0,57.0,-2.0,221.979004,25.196001,93.991005,3.048,-42.0,41.0,15.0,1.01,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:734 AM,38710.429688,-48710.078125,4812.989746,9.0,57.0,-2.0,222.246017,24.381001,95.589005,4.079,-16.0,32.0,21.0,1.04,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:792 AM,38711.628906,-48704.488281,4813.389648,9.0,58.0,-2.0,222.641006,23.167002,98.401001,5.117,-24.0,56.0,21.0,1.08,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:834 AM,38712.460938,-48700.300781,4813.709961,9.0,59.0,-3.0,222.964005,21.871,99.200005,5.337,-26.0,16.0,4.0,1.11,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:894 AM,38713.558594,-48694.359375,4814.22998,10.0,60.0,-3.0,223.480011,20.785002,102.281006,7.364,-22.0,62.0,41.0,1.16,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:934 AM,38714.257812,-48690.007812,4814.589844,10.0,61.0,-3.0,223.846008,19.376001,104.377007,7.145,-28.0,42.0,-4.0,1.18,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:45:991 AM,38715.140625,-48684.019531,4815.080078,10.0,62.0,-3.0,224.338013,17.283001,104.356003,7.637001,-42.0,0.0,10.0,1.21,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:37 AM,38715.648438,-48679.550781,4815.469727,10.0,63.0,-3.0,224.728012,11.383,97.559006,8.345,-118.0,-136.0,14.0,1.23,0.46,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:79 AM,38715.679688,-48675.789062,4818.759766,10.0,64.0,-1.0,228.012009,6.785,80.737007,58.924004,-92.0,-336.0,1012.0,1.25,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:130 AM,38715.449219,-48671.9375,4822.909668,10.0,64.0,0.0,232.167007,1.622,76.139,47.140003,-103.0,-92.0,-236.0,1.27,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:189 AM,38715.007812,-48667.667969,4826.609863,9.0,65.0,1.0,235.867004,-2.931,69.251007,38.574001,-91.0,-138.0,-171.0,1.29,0.47,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:232 AM,38714.609375,-48664.679688,4828.709961,9.0,65.0,2.0,237.963013,-5.409,68.194,30.010002,-50.0,-21.0,-171.0,1.31,0.46,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:283 AM,38714.0,-48661.539062,4831.219727,9.0,66.0,2.0,240.477005,-9.379001,62.281002,38.786003,-79.0,-118.0,176.0,1.32,0.46,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:331 AM,38713.359375,-48658.507812,4833.239746,9.0,66.0,3.0,242.490005,-6.238,59.121002,22.567001,63.0,-63.0,-324.0,1.33,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:379 AM,38713.058594,-48655.800781,4834.449707,8.0,67.0,3.0,243.707016,-3.076,53.891003,15.415001,63.0,-105.0,-143.0,1.35,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:440 AM,38712.800781,-48652.589844,4835.699707,8.0,67.0,3.0,244.958008,-0.739,52.057003,12.266001,47.0,-37.0,-63.0,1.38,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:489 AM,38712.71875,-48649.917969,4836.129883,8.0,68.0,3.0,245.389008,-0.187,57.589005,4.776,11.0,111.0,-150.0,1.41,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:536 AM,38712.550781,-48647.148438,4836.449707,8.0,68.0,3.0,245.705017,-1.915,60.080002,-0.14,-35.0,50.0,-98.0,1.44,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:584 AM,38712.398438,-48643.898438,4836.179688,8.0,69.0,3.0,245.972015,-1.141,68.396004,-11.424001,15.0,166.0,-226.0,1.47,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:633 AM,38712.398438,-48640.300781,4835.330078,9.0,70.0,2.0,246.822006,1.199,78.161003,-21.974001,47.0,195.0,-211.0,1.49,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:680 AM,38712.449219,-48636.449219,4834.049805,9.0,70.0,1.0,248.102005,0.535,85.877007,-33.066002,-13.0,154.0,-222.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:739 AM,38712.488281,-48631.4375,4831.939941,10.0,71.0,0.0,250.220016,-0.549,88.982002,-41.413002,-22.0,62.0,-167.0,1.5,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:782 AM,38712.769531,-48627.6875,4827.959961,12.0,72.0,-4.0,254.194016,-3.893,92.122002,-80.473007,-67.0,63.0,-781.0,1.5,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:830 AM,38712.269531,-48624.488281,4826.459961,12.0,72.0,-3.0,255.693008,-6.718,57.020004,-11.786,-56.0,-702.0,1374.0,1.5,0.45,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:886 AM,38711.679688,-48621.398438,4826.209961,12.0,72.0,-3.0,255.950012,-3.69,55.594002,-1.451,61.0,-29.0,207.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:943 AM,38711.308594,-48618.328125,4826.389648,12.0,73.0,-3.0,256.134003,-2.61,52.229004,5.053,22.0,-67.0,130.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:46:981 AM,38711.097656,-48616.347656,4826.609863,12.0,73.0,-3.0,256.350006,-3.141,51.758003,6.331,-11.0,-9.0,26.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:33 AM,38710.777344,-48613.789062,4827.049805,12.0,74.0,-3.0,256.796021,-3.085,47.620003,7.956,1.0,-83.0,33.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:81 AM,38710.519531,-48611.558594,4827.449707,12.0,74.0,-2.0,257.192017,-3.842,46.425003,8.687,-15.0,-24.0,15.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:140 AM,38710.109375,-48609.128906,4827.899902,12.0,74.0,-2.0,257.64502,-5.143,38.536003,7.877,-26.0,-158.0,-16.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:182 AM,38709.828125,-48607.527344,4828.22998,12.0,75.0,-2.0,257.973999,-4.068,35.277,7.532001,21.0,-65.0,-7.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:239 AM,38709.429688,-48605.6875,4828.620117,12.0,75.0,-2.0,258.365021,-4.766,30.064001,6.622,-14.0,-104.0,-18.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:283 AM,38709.128906,-48604.457031,4828.879883,12.0,75.0,-2.0,258.628998,-4.858,26.744001,5.67,-2.0,-66.0,-19.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:339 AM,38708.828125,-48603.097656,4829.189941,12.0,75.0,-2.0,258.931,-4.301,23.209002,5.117,11.0,-71.0,-11.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:383 AM,38708.539062,-48602.160156,4829.379883,12.0,75.0,-2.0,259.121002,-4.851,20.660002,3.538,-11.0,-51.0,-32.0,1.5,0.44,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:442 AM,38708.300781,-48601.050781,4829.609863,12.0,76.0,-2.0,259.35202,-3.094,18.230001,3.769,35.0,-49.0,5.0,1.5,0.46,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:485 AM,38708.039062,-48600.140625,4829.759766,12.0,76.0,-2.0,259.508026,-4.697,20.685001,3.012,-32.0,49.0,-15.0,1.5,0.49,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:542 AM,38707.757812,-48598.867188,4829.969727,12.0,76.0,-2.0,259.718018,-4.046,20.438002,3.903,13.0,-5.0,18.0,1.5,0.56,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:584 AM,38707.488281,-48597.988281,4830.129883,12.0,76.0,-2.0,259.873016,-4.608,21.153002,3.445,-11.0,14.0,-9.0,1.5,0.63,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:628 AM,38707.257812,-48597.070312,4830.299805,12.0,76.0,-2.0,260.041016,-4.009,19.861,3.998,12.0,-26.0,11.0,1.5,0.7,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:684 AM,38706.917969,-48596.007812,4830.509766,12.0,76.0,-2.0,260.253021,-3.866,20.626001,4.168,3.0,15.0,3.0,1.5,0.79,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:742 AM,38706.558594,-48594.449219,4830.799805,12.0,77.0,-2.0,260.549011,-5.141,33.076,6.2,-26.0,249.0,41.0,1.5,0.84,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:785 AM,38706.210938,-48593.027344,4831.069824,12.0,77.0,-2.0,260.812012,-5.959,31.763002,5.661,-16.0,-26.0,-11.0,1.5,0.86,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:842 AM,38705.71875,-48591.050781,4831.459961,12.0,77.0,-2.0,261.205017,-6.173,39.527,7.878,-4.0,155.0,44.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:887 AM,38705.269531,-48589.089844,4831.859863,12.0,78.0,-2.0,261.60202,-7.427001,46.52,9.367001,-25.0,140.0,30.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:932 AM,38704.75,-48586.738281,4832.350098,12.0,78.0,-2.0,262.096008,-8.333,55.613003,11.791,-18.0,182.0,48.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:47:988 AM,38703.988281,-48583.230469,4833.129883,12.0,78.0,-1.0,262.872009,-11.054001,65.477005,14.579,-54.0,197.0,56.0,1.5,0.89,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:29 AM,38703.4375,-48580.359375,4833.759766,12.0,79.0,-1.0,263.508026,-11.259001,72.792,16.183001,-4.0,146.0,32.0,1.5,0.91,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:83 AM,38702.617188,-48576.019531,4834.72998,12.0,80.0,-1.0,264.47702,-12.864,82.884003,18.394001,-32.0,202.0,44.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:139 AM,38701.617188,-48571.007812,4835.859863,12.0,81.0,-1.0,265.605011,-15.547001,93.233002,20.846001,-54.0,207.0,49.0,1.5,0.98,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:182 AM,38700.730469,-48566.808594,4836.830078,12.0,82.0,-1.0,266.57901,-17.996,101.064003,22.449001,-49.0,157.0,32.0,1.5,1.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:238 AM,38699.359375,-48560.738281,4838.259766,12.0,83.0,-1.0,268.008026,-21.714001,111.421005,24.556002,-74.0,207.0,42.0,1.5,1.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:286 AM,38698.0,-48555.167969,4839.600098,12.0,84.0,0.0,269.350006,-25.452002,119.961006,27.490002,-75.0,171.0,59.0,1.5,1.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:332 AM,38696.46875,-48549.378906,4840.969727,12.0,85.0,0.0,270.712006,-29.679001,128.269012,28.77,-85.0,166.0,26.0,1.5,1.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:390 AM,38694.257812,-48541.648438,4842.830078,12.0,86.0,0.0,272.570007,-35.560001,138.380005,31.567001,-118.0,202.0,56.0,1.5,0.97,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:435 AM,38692.238281,-48535.148438,4844.399902,12.0,88.0,0.0,274.143005,-40.745003,146.248001,33.178001,-104.0,157.0,32.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:493 AM,38689.257812,-48526.347656,4846.509766,12.0,89.0,1.0,276.253021,-48.192001,155.761002,35.281002,-149.0,190.0,42.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:535 AM,38686.808594,-48519.507812,4847.879883,12.0,91.0,1.0,277.626007,-53.913002,164.973007,31.682001,-114.0,184.0,-72.0,1.5,0.91,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:591 AM,38683.109375,-48509.867188,4849.5,12.0,92.0,2.0,279.241028,-63.598003,176.446014,29.343002,-194.0,229.0,-47.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:635 AM,38679.808594,-48501.9375,4850.839844,12.0,94.0,2.0,280.585999,-71.937004,183.824005,31.800001,-167.0,148.0,49.0,1.5,0.93,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:693 AM,38674.878906,-48490.988281,4852.629883,11.0,96.0,2.0,282.379028,-83.315002,193.244003,35.249001,-228.0,188.0,69.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:735 AM,38670.699219,-48482.429688,4854.029785,11.0,98.0,3.0,283.771027,-92.419006,200.564011,32.920002,-182.0,146.0,-47.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:779 AM,38666.007812,-48473.398438,4855.529785,11.0,99.0,3.0,285.275024,-102.545006,206.925003,34.563004,-203.0,127.0,33.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:836 AM,38659.308594,-48461.519531,4857.449707,10.0,102.0,3.0,287.196014,-116.285004,214.264008,35.658001,-275.0,147.0,22.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:881 AM,38653.417969,-48451.847656,4859.009766,10.0,103.0,3.0,288.754028,-127.952003,219.180008,38.284,-233.0,98.0,53.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:938 AM,38645.019531,-48439.167969,4861.069824,10.0,106.0,4.0,290.819,-144.102005,224.165009,39.609001,-323.0,100.0,27.0,1.5,0.94,0.0,0.04,1.0,true
Jun 6 2024 9:24:48:983 AM,38637.617188,-48428.898438,4862.819824,9.0,108.0,4.0,292.563019,-157.387009,226.856018,41.529003,-266.0,54.0,38.0,1.5,0.93,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:46 AM,38626.890625,-48415.21875,4865.22998,9.0,111.0,5.0,294.972015,-175.595001,229.444016,41.882004,-364.0,52.0,7.0,1.5,0.93,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:81 AM,38620.140625,-48407.21875,4866.679688,9.0,113.0,5.0,296.421021,-186.665009,230.179016,42.437,-221.0,15.0,11.0,1.5,0.93,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:138 AM,38607.890625,-48393.859375,4869.129883,8.0,116.0,5.0,298.875,-205.769012,229.782013,44.053001,-382.0,-8.0,32.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:182 AM,38597.988281,-48383.96875,4870.949707,8.0,118.0,6.0,300.695007,-220.327011,228.742004,42.274002,-291.0,-21.0,-36.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:236 AM,38584.769531,-48371.820312,4873.310059,7.0,121.0,6.0,303.052002,-239.045013,224.80101,45.223003,-374.0,-79.0,59.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:284 AM,38572.648438,-48361.667969,4875.359863,7.0,123.0,6.0,305.105011,-255.528015,220.184006,46.162003,-330.0,-92.0,19.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:340 AM,38556.917969,-48349.738281,4877.779785,6.0,126.0,7.0,307.522003,-276.444,213.932007,42.478001,-418.0,-125.0,-74.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:383 AM,38544.140625,-48340.957031,4879.689941,6.0,129.0,7.0,309.437012,-290.921021,208.178009,40.140003,-290.0,-115.0,-47.0,1.5,0.92,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:439 AM,38526.6875,-48329.949219,4881.649902,5.0,132.0,7.0,311.392029,-311.723022,201.456009,29.602001,-416.0,-134.0,-211.0,1.5,0.91,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:483 AM,38512.25,-48321.769531,4882.899902,5.0,135.0,7.0,312.646027,-329.144012,193.313004,24.900002,-348.0,-163.0,-94.0,1.5,0.91,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:540 AM,38492.078125,-48311.699219,4884.370117,4.0,139.0,7.0,314.116028,-352.372009,179.571014,21.598001,-465.0,-275.0,-66.0,1.5,0.91,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:591 AM,38473.609375,-48303.738281,4885.540039,4.0,142.0,7.0,315.285004,-372.175018,165.250015,20.291,-396.0,-286.0,-26.0,1.5,0.9,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:638 AM,38455.109375,-48296.890625,4886.540039,4.0,145.0,7.0,316.285004,-390.698029,149.963013,17.996,-370.0,-306.0,-46.0,1.5,0.89,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:682 AM,38436.449219,-48291.078125,4887.350098,4.0,148.0,7.0,317.098022,-407.972015,133.435013,14.855,-345.0,-331.0,-63.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:742 AM,38411.128906,-48284.800781,4888.299805,4.0,152.0,7.0,318.042023,-429.358032,109.358002,11.81,-428.0,-482.0,-61.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:787 AM,38390.75,-48281.027344,4888.929688,3.0,155.0,7.0,318.675018,-444.371033,87.698006,11.114,-300.0,-433.0,-14.0,1.5,0.87,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:835 AM,38368.621094,-48278.238281,4889.560059,3.0,159.0,7.0,319.300018,-458.860016,63.062004,10.317,-290.0,-493.0,-16.0,1.5,0.86,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:883 AM,38345.980469,-48276.71875,4890.109863,3.0,162.0,7.0,319.856018,-471.832031,37.060001,9.049001,-259.0,-520.0,-25.0,1.5,0.86,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:934 AM,38321.808594,-48276.480469,4890.669922,3.0,166.0,7.0,320.420013,-483.740021,7.553,9.580001,-238.0,-590.0,11.0,1.5,0.86,0.0,0.04,1.0,true
Jun 6 2024 9:24:49:979 AM,38299.289062,-48277.699219,4891.169922,2.0,169.0,7.0,320.910004,-492.826019,-20.579,9.563001,-182.0,-563.0,0.0,1.5,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:41 AM,38268.078125,-48281.488281,4891.870117,2.0,174.0,8.0,321.617004,-502.159027,-60.298004,11.422001,-187.0,-794.0,37.0,1.49,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:90 AM,38243.777344,-48286.128906,4892.439941,2.0,178.0,8.0,322.180023,-506.922028,-92.320007,8.894,-95.0,-640.0,-51.0,1.47,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:141 AM,38219.050781,-48292.339844,4892.779785,1.0,-178.0,8.0,322.526001,-510.399017,-120.749008,1.009,-70.0,-569.0,-158.0,1.45,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:194 AM,38191.769531,-48300.699219,4892.109863,1.0,-174.0,9.0,323.197021,-513.512024,-150.123001,-15.43,-62.0,-587.0,-329.0,1.43,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:237 AM,38168.378906,-48309.199219,4891.239746,-1.0,-171.0,10.0,324.067017,-512.358032,-179.781006,-16.859001,23.0,-593.0,-29.0,1.41,0.85,0.0,0.04,1.0,true
Jun 6 2024 9:24:50:282 AM,38145.339844,-48319.050781,4890.149902,-2.0,-167.0,10.0,325.162018,-509.061035,-209.85701,-21.619001,66.0,-602.0,-95.0,1.4,0.84,0.0,0.04,1.0,true
