,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:24:24:282 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:336 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:381 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:439 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:481 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:538 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:580 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:635 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:692 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:734 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:785 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:837 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:880 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:936 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:24:980 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:35 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:79 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:137 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:193 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:237 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:282 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:338 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:382 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:439 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:485 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:540 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:583 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:641 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:685 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:731 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:785 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:840 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:883 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:937 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:25:992 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:34 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:88 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:133 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:192 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:233 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:292 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:337 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:383 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:446 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:480 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:531 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.693008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:583 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.697006,0.035,0.057,0.054,1.0,1.0,1.0,0.4,0.66,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:637 AM,37603.0,-49438.328125,4912.0,-3.0,0.0,2.0,110.702003,0.015,0.09,-0.127,0.0,1.0,-4.0,0.4,0.67,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:681 AM,37603.058594,-49438.347656,4911.989746,-3.0,0.0,2.0,110.710007,1.883,-0.149,-0.087,37.0,-5.0,1.0,0.4,0.67,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:733 AM,37603.269531,-49438.339844,4912.0,-3.0,0.0,2.0,110.717003,4.527,0.147,0.056,53.0,6.0,3.0,0.4,0.68,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:791 AM,37603.667969,-49438.308594,4911.989746,-3.0,0.0,2.0,110.726006,8.134001,0.595,-0.341,72.0,9.0,-8.0,0.4,0.7,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:830 AM,37604.128906,-49438.269531,4911.97998,-3.0,0.0,2.0,110.737007,14.587001,1.197,-0.313,129.0,12.0,1.0,0.4,0.72,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:887 AM,37605.277344,-49438.117188,4911.929688,-3.0,0.0,2.0,110.791008,23.919001,2.824,-0.781,187.0,33.0,-9.0,0.4,0.73,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:931 AM,37606.578125,-49437.957031,4911.859863,-3.0,0.0,2.0,110.859009,32.358002,3.929,-1.382,169.0,22.0,-12.0,0.4,0.74,0.0,0.0,1.0,true
Jun 6 2024 9:24:26:990 AM,37608.898438,-49437.640625,4911.739746,-3.0,0.0,2.0,110.980003,43.082001,5.425,-2.042,214.0,30.0,-13.0,0.4,0.77,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:33 AM,37610.960938,-49437.347656,4911.629883,-3.0,0.0,2.0,111.083008,49.560001,6.387,-2.378,130.0,19.0,-7.0,0.4,0.8,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:90 AM,37614.308594,-49436.859375,4911.459961,-3.0,1.0,2.0,111.256004,66.356003,8.631001,-3.214,336.0,45.0,-17.0,0.4,0.85,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:133 AM,37617.640625,-49436.367188,4911.27002,-3.0,1.0,2.0,111.447006,83.208,11.027,-4.292,337.0,48.0,-22.0,0.4,0.89,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:188 AM,37623.167969,-49435.527344,4910.949707,-3.0,1.0,2.0,111.769005,110.914001,16.068001,-5.778,554.0,101.0,-30.0,0.4,0.92,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:229 AM,37628.257812,-49434.6875,4910.669922,-3.0,2.0,2.0,112.052002,129.577011,19.837002,-6.589,373.0,75.0,-16.0,0.4,0.92,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:288 AM,37636.640625,-49433.25,4910.219727,-4.0,2.0,2.0,112.502007,153.228012,24.805,-7.557,473.0,99.0,-19.0,0.4,0.9,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:329 AM,37643.648438,-49431.988281,4909.850098,-4.0,3.0,2.0,112.866005,169.212006,28.664001,-8.498,320.0,77.0,-19.0,0.4,0.88,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:383 AM,37653.460938,-49430.128906,4909.359863,-4.0,3.0,2.0,113.361008,188.108002,33.964001,-9.48,378.0,106.0,-20.0,0.41,0.86,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:437 AM,37664.128906,-49427.988281,4908.819824,-4.0,4.0,2.0,113.897003,205.632004,39.541,-10.452001,350.0,112.0,-19.0,0.41,0.83,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:481 AM,37673.347656,-49426.019531,4908.350098,-4.0,5.0,2.0,114.366005,218.903015,44.324001,-11.314,265.0,96.0,-17.0,0.41,0.8,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:534 AM,37685.550781,-49423.289062,4907.739746,-3.0,6.0,1.0,114.975006,234.296005,50.252003,-11.753,308.0,119.0,-9.0,0.4,0.75,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:592 AM,37699.027344,-49420.109375,4907.100098,-3.0,6.0,1.0,115.616005,248.639008,56.590004,-11.805,287.0,127.0,-1.0,0.4,0.62,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:630 AM,37709.4375,-49417.539062,4906.620117,-3.0,7.0,1.0,116.096008,257.973022,61.331001,-12.145,187.0,95.0,-7.0,0.39,0.49,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:685 AM,37723.800781,-49413.847656,4905.989746,-3.0,8.0,1.0,116.727005,267.934998,66.976006,-12.513,199.0,113.0,-7.0,0.37,0.24,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:739 AM,37738.640625,-49409.867188,4905.339844,-3.0,9.0,1.0,117.377007,273.509003,71.353004,-12.661,111.0,88.0,-3.0,0.35,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:780 AM,37749.859375,-49406.757812,4904.859863,-3.0,10.0,1.0,117.858009,274.53302,73.726006,-12.214001,20.0,47.0,9.0,0.33,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:834 AM,37764.347656,-49402.648438,4904.259766,-3.0,11.0,0.0,118.457008,273.245026,75.988007,-11.814,-26.0,45.0,8.0,0.31,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:889 AM,37779.25,-49398.300781,4903.629883,-3.0,11.0,0.0,119.088005,270.084015,77.119003,-12.449,-63.0,23.0,-13.0,0.29,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:933 AM,37790.898438,-49394.839844,4903.100098,-3.0,12.0,0.0,119.615005,266.670013,77.455002,-12.908001,-68.0,7.0,-9.0,0.27,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:27:984 AM,37803.910156,-49390.917969,4902.52002,-2.0,12.0,0.0,120.200005,262.01001,77.533005,-12.185,-93.0,2.0,14.0,0.25,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:28:35 AM,37817.628906,-49386.71875,4901.870117,-2.0,13.0,0.0,120.851006,256.416016,77.135002,-12.481001,-112.0,-8.0,-6.0,0.23,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:24:28:90 AM,37831.539062,-49382.398438,4901.199707,-2.0,14.0,-1.0,121.518005,250.139008,76.694,-12.371,-126.0,-9.0,2.0,0.22,0.0,0.0,0.09,1.0,true
Jun 6 2024 9:24:28:134 AM,37842.199219,-49379.019531,4900.699707,-2.0,14.0,-1.0,122.022003,244.746017,76.710007,-11.383,-108.0,0.0,20.0,0.21,0.0,0.0,0.21,1.0,true
Jun 6 2024 9:24:28:187 AM,37855.148438,-49374.820312,4900.120117,-2.0,14.0,-1.0,122.602005,237.769012,76.806007,-10.8,-140.0,2.0,12.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:228 AM,37864.769531,-49371.609375,4899.689941,-2.0,15.0,-1.0,123.023003,232.462006,76.774002,-10.26,-106.0,-1.0,11.0,0.21,0.0,0.0,0.2,1.0,true
Jun 6 2024 9:24:28:284 AM,37877.320312,-49367.320312,4899.149902,-2.0,15.0,-1.0,123.564003,225.425018,76.607002,-9.681001,-141.0,-3.0,12.0,0.21,0.0,0.0,0.18,1.0,true
Jun 6 2024 9:24:28:343 AM,37890.308594,-49362.738281,4898.589844,-2.0,16.0,-1.0,124.124008,218.031006,76.242004,-9.552,-148.0,-7.0,3.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:386 AM,37899.757812,-49359.339844,4898.209961,-2.0,16.0,-2.0,124.509003,212.62001,75.944,-8.79,-108.0,-6.0,15.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:429 AM,37908.558594,-49356.097656,4897.839844,-2.0,16.0,-2.0,124.879005,207.56601,75.556007,-8.533,-101.0,-8.0,5.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:486 AM,37920.140625,-49351.757812,4897.350098,-2.0,17.0,-2.0,125.366005,200.903015,74.956001,-8.399,-133.0,-12.0,3.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:530 AM,37928.558594,-49348.527344,4897.0,-2.0,17.0,-2.0,125.717003,196.068008,74.445007,-8.191,-97.0,-10.0,4.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:594 AM,37940.929688,-49343.699219,4896.47998,-2.0,18.0,-2.0,126.236008,189.327011,73.245003,-8.598001,-135.0,-24.0,-8.0,0.21,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:638 AM,37949.277344,-49340.398438,4896.100098,-2.0,18.0,-2.0,126.617004,184.854004,72.344002,-8.173,-89.0,-18.0,8.0,0.2,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:682 AM,37957.347656,-49337.179688,4895.739746,-2.0,18.0,-2.0,126.981003,180.524002,71.393005,-8.148001,-87.0,-19.0,0.0,0.2,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:740 AM,37967.507812,-49333.070312,4895.279785,-2.0,19.0,-3.0,127.434006,175.109009,70.148003,-7.721,-108.0,-25.0,9.0,0.19,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:781 AM,37974.667969,-49330.148438,4894.969727,-2.0,19.0,-3.0,127.750008,171.275009,69.316002,-7.5,-77.0,-17.0,4.0,0.19,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:838 AM,37984.257812,-49326.179688,4894.540039,-2.0,19.0,-3.0,128.178009,166.132004,68.234001,-7.186,-103.0,-22.0,6.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:881 AM,37991.230469,-49323.257812,4894.22998,-2.0,20.0,-3.0,128.487,162.384003,67.473,-7.054,-75.0,-15.0,3.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:938 AM,38000.308594,-49319.328125,4893.739746,-2.0,20.0,-3.0,128.979004,157.844009,67.752007,-9.566,-91.0,6.0,-50.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:28:979 AM,38006.71875,-49316.5,4893.299805,-2.0,20.0,-3.0,129.416,155.173004,67.303001,-10.402,-53.0,-9.0,-17.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:37 AM,38015.449219,-49312.597656,4892.629883,-3.0,21.0,-3.0,130.090012,151.547012,66.684006,-11.282001,-73.0,-12.0,-18.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:91 AM,38023.621094,-49308.890625,4891.959961,-3.0,21.0,-3.0,130.759003,148.145004,66.134003,-11.702001,-68.0,-11.0,-8.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:133 AM,38029.808594,-49306.039062,4891.439941,-3.0,21.0,-3.0,131.283005,145.583008,65.714005,-11.781,-51.0,-8.0,-2.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:192 AM,38038.230469,-49302.128906,4890.719727,-3.0,21.0,-3.0,132.001999,142.126007,65.138,-11.416,-69.0,-12.0,7.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:239 AM,38044.539062,-49299.148438,4890.169922,-3.0,22.0,-3.0,132.552002,139.843002,64.643005,-11.541,-46.0,-10.0,-3.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:279 AM,38050.359375,-49296.390625,4889.649902,-3.0,22.0,-3.0,133.068008,137.825012,64.236,-11.692,-40.0,-8.0,-3.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:336 AM,38058.148438,-49292.648438,4888.949707,-3.0,22.0,-3.0,133.766006,134.999008,63.640003,-11.382001,-57.0,-12.0,6.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:385 AM,38064.589844,-49289.519531,4888.389648,-4.0,22.0,-2.0,134.32901,132.632004,63.216003,-10.703,-47.0,-8.0,14.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:435 AM,38071.070312,-49286.328125,4887.819824,-4.0,23.0,-2.0,134.89801,130.236008,62.763004,-10.363001,-48.0,-9.0,7.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:492 AM,38078.429688,-49282.679688,4887.179688,-4.0,23.0,-2.0,135.541,127.498009,62.201004,-10.559001,-55.0,-11.0,-4.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:534 AM,38083.847656,-49279.949219,4886.709961,-4.0,23.0,-2.0,136.012009,125.505005,61.789001,-10.330001,-40.0,-8.0,5.0,0.18,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:24:29:592 AM,38090.949219,-49276.359375,4886.089844,-4.0,23.0,-2.0,136.624008,122.901009,61.240002,-10.039001,-52.0,-11.0,6.0,0.18,0.0,0.0,0.2,1.0,true
Jun 6 2024 9:24:29:634 AM,38096.078125,-49273.71875,4885.659668,-4.0,24.0,-2.0,137.062012,121.010002,60.822002,-10.024,-38.0,-8.0,0.0,0.18,0.0,0.0,0.16,1.0,true
Jun 6 2024 9:24:29:692 AM,38102.9375,-49270.167969,4885.069824,-4.0,24.0,-2.0,137.646011,118.514008,60.253002,-9.752001,-50.0,-11.0,5.0,0.18,0.0,0.0,0.1,1.0,true
Jun 6 2024 9:24:29:733 AM,38107.839844,-49267.609375,4884.659668,-4.0,24.0,-2.0,138.061005,116.734009,59.821003,-9.654,-36.0,-9.0,2.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:29:791 AM,38114.507812,-49264.089844,4884.089844,-4.0,24.0,-2.0,138.629013,114.334007,59.231003,-9.379001,-48.0,-12.0,6.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:29:833 AM,38119.1875,-49261.578125,4883.699707,-4.0,25.0,-2.0,139.022003,112.621002,58.812004,-9.128,-34.0,-8.0,5.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:29:889 AM,38125.488281,-49258.199219,4883.169922,-4.0,25.0,-2.0,139.55101,110.342003,58.217003,-8.897,-46.0,-12.0,5.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:29:932 AM,38130.089844,-49255.699219,4882.779785,-5.0,25.0,-2.0,139.936005,108.687004,57.763004,-8.736,-33.0,-9.0,3.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:29:989 AM,38136.21875,-49252.378906,4882.299805,-5.0,25.0,-2.0,140.421005,106.707008,57.058002,-9.083,-40.0,-14.0,-7.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:31 AM,38140.710938,-49249.929688,4881.949707,-5.0,26.0,-2.0,140.768005,105.311005,56.585003,-8.867001,-28.0,-9.0,4.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:91 AM,38146.898438,-49246.527344,4881.669922,-5.0,26.0,-2.0,141.053009,103.544006,55.955002,-6.988,-35.0,-13.0,38.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:137 AM,38151.679688,-49243.878906,4881.459961,-5.0,26.0,-2.0,141.26001,102.055008,55.540001,-6.548,-30.0,-8.0,9.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:181 AM,38155.988281,-49241.488281,4881.279785,-5.0,26.0,-2.0,141.439011,100.685005,55.206001,-6.269001,-27.0,-7.0,6.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:237 AM,38161.699219,-49238.269531,4881.02002,-5.0,26.0,-2.0,141.701004,98.842003,54.703003,-6.675,-37.0,-10.0,-8.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:281 AM,38165.898438,-49235.890625,4880.839844,-5.0,27.0,-2.0,141.876007,97.563004,54.355003,-6.117,-26.0,-7.0,11.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:336 AM,38171.308594,-49232.808594,4880.609863,-5.0,27.0,-1.0,142.112,95.882004,53.872002,-6.164001,-34.0,-10.0,-1.0,0.18,0.0,0.0,0.03,1.0,true
Jun 6 2024 9:24:30:392 AM,38176.597656,-49229.757812,4880.379883,-5.0,27.0,-1.0,142.339005,94.226006,53.382004,-6.577,-33.0,-10.0,-8.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:30:433 AM,38180.429688,-49227.539062,4880.219727,-5.0,27.0,-1.0,142.499008,93.095001,53.065002,-6.123,-23.0,-6.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:30:490 AM,38185.597656,-49224.527344,4879.989746,-5.0,27.0,-1.0,142.728012,91.528008,52.586002,-6.445,-31.0,-10.0,-6.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:30:535 AM,38189.738281,-49222.089844,4879.810059,-5.0,27.0,-1.0,142.903,90.293007,52.247002,-6.282,-25.0,-7.0,3.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:30:591 AM,38194.71875,-49219.148438,4879.600098,-5.0,28.0,-1.0,143.115005,88.855003,51.769001,-6.322001,-29.0,-10.0,-1.0,0.18,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:30:641 AM,38199.078125,-49216.550781,4879.449707,-6.0,28.0,-1.0,143.266006,87.574005,51.428001,-6.22,-26.0,-7.0,2.0,0.18,0.0,0.0,0.09,1.0,true
Jun 6 2024 9:24:30:698 AM,38203.9375,-49213.628906,4879.22998,-6.0,28.0,-1.0,143.483002,86.177002,51.038002,-6.156,-28.0,-8.0,1.0,0.18,0.0,0.0,0.12,1.0,true
Jun 6 2024 9:24:30:735 AM,38207.210938,-49211.578125,4878.889648,-6.0,28.0,-1.0,143.827011,85.654007,52.646004,-12.116,-10.0,32.0,-119.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:30:791 AM,38212.058594,-49208.507812,4878.299805,-6.0,28.0,-1.0,144.417007,86.626007,53.548004,-10.974001,19.0,18.0,23.0,0.18,0.0,0.0,0.13,1.0,true
